Position	Rate
135381	0.0289112
135409	0.8095136
135410	0.0175981
135456	0.044973
135474	0.0578224
135488	0.009994
135569	0.0079364
135671	0.0674595
135683	0.029982
135710	0.014202
135767	0.0578224
135781	0.1619027
135786	0.1156448
135793	0.2023784
135797	0.2023784
135801	0.8095136
135802	0.0202378
135842	0.0367961
135864	0.4047568
135866	0.1349189
135872	0.0404757
135892	0.0165207
135941	0.044973
135959	0.0505946
135975	0.1156448
135982	0.1156448
135989	0.8095136
135990	0.0735921
136001	0.2023784
136005	0.1156448
136012	0.4047568
136014	0.0245307
136047	0.0155676
136099	0.8095136
136100	0.0735921
136111	0.0252973
136143	0.1349189
136149	0.0735921
136160	0.0539676
136175	0.042606
136194	0.044973
136212	0.4047568
136214	0.089946
136223	0.029982
136250	0.0578224
136264	0.0674595
136276	0.044973
136294	0.1156448
136301	0.0622703
136314	0.0224865
136350	0.1011892
136358	0.0735921
136369	0.0735921
136380	0.0622703
136393	0.0385483
136414	0.010247
136493	0.1156448
136500	0.2023784
136504	0.0172237
136551	0.1619027
136556	0.1619027
136561	0.2698379
136564	0.4047568
136566	0.000181
141039	0.009994
141120	0.0119046
141188	0.0001582
146306	548.8427272
146308	2474.9707214
146309	342.0811671
146319	275.2287888
146334	854.0008863
146339	106.0204505
146381	99.1844625
146426	194.056557
146449	31.2118938
146592	318.8072007
146606	123.9805781
146642	343.3308316
146655	1115.8252026
146659	2231.6504052
146661	153.9069245
146690	495.9223123
146699	1487.7669368
146702	892.6601621
146707	495.9223123
146716	1487.7669368
146719	743.8834684
146725	185.9708671
146749	557.9126013
146757	2231.6504052
146759	892.6601621
146764	67.6257699
146830	4463.3008103
146831	262.5471065
146848	892.6601621
146853	212.5381338
146874	103.7976933
146917	202.8773096
146939	892.6601621
146944	4463.3008103
146945	495.9223123
146954	892.6601621
146959	892.6601621
146964	637.6144015
146971	446.330081
146981	44.6330081
147081	148.7766937
147111	28.9824728
147265	79.7018002
147321	892.6601621
147326	10.7033593
147743	28.7954891
147898	29.955039
148047	1487.7669368
148050	17.2996155
148308	78.303523
148365	2231.6504052
148367	120.6297516
148404	194.056557
148427	32.3427595
148565	143.6587695
148587	190.0090049
148595	6.6923662
148626	0.0035864
155328	1.2650535
155347	8.0120054
155350	0.5862443
155391	2.6706685
155400	0.2356472
155502	0.2146073
155614	0.4905309
155663	0.0597911
156065	0.0900225
156332	0.8902228
156359	0.2670668
156449	0.286143
156533	0.1220102
156730	2.4036016
156740	4.0060027
156746	12.0180081
156748	12.0180081
156750	6.009004
156754	24.0360162
156755	1.8489243
156768	0.5114046
156815	0.8584291
156843	1.3353342
156861	8.0120054
156864	1.6024011
156879	1.3353342
156897	2.0030013
156909	24.0360162
156910	0.1001501
157150	0.4712944
157201	1.6024011
157216	0.9244622
157242	12.0180081
157244	0.9614406
157269	0.6496221
157306	0.4216845
157363	1.6024011
157378	1.3353342
157396	0.1265053
157586	4.0060027
157592	1.6024011
157607	1.3353342
157625	0.5007503
157673	0.2127081
157786	0.8288281
157815	0.4144141
157873	0.8584291
157901	2.4036016
157911	2.1850924
157922	0.1306305
158106	0.081478
158401	0.2557023
158495	4.8072032
158500	0.1657656
158645	0.6676671
158681	3.4337166
158688	6.009004
158692	24.0360162
158693	24.0360162
158694	8.0120054
158697	6.009004
158701	4.0060027
158707	0.6496221
158744	0.6103406
158794	27.4241261
158803	9.4288756
158877	41.7032795
158894	41.7075648
158911	19.7053571
158947	21.5195649
158980	10.7597824
159046	21.5195649
159079	88.7682052
159087	7.7189744
159179	118.3576069
159185	32.2793473
159207	236.7152138
159210	3.4641251
159415	3.1988542
159637	236.7152138
159640	6.8946179
159743	177.5364104
159747	710.1456414
159748	10.0020513
159819	59.1788035
159831	118.3576069
159837	710.1456414
159838	101.4493773
159845	25.3623443
159873	3.9672941
160052	5.6811651
160177	32.2793473
160199	2.5272087
160480	47.3430428
160495	4.7343043
160645	0.5868972
161855	6.8946179
161958	64.5586947
161969	5.9676104
162088	2.8068998
162341	2.6204636
162612	6.0442599
162727	10.0349578
162793	6.5371604
162887	13.2119393
162929	92.4180099
162934	4.1631781
163027	7.426325
163071	19.3296379
163084	6.4724973
163112	0.0353346
164114	0.1351347
164376	1.2644747
164404	0.6556535
164458	0.9834803
164494	3.2186629
164505	0.0727008
164992	7.0810583
164997	11.8017638
165000	0.1654453
165214	0.4917402
165286	0.1427633
165534	0.3726873
165629	17.7026458
165631	5.9008819
165637	1.0413321
165671	2.5289494
165685	1.0728876
165718	0.2809944
165844	0.7867843
165889	2.5289494
165903	0.5446968
165968	0.365003
166065	2.950441
166077	0.2185512
166239	3.9339213
166248	0.8635437
166289	1.6093314
166311	8.8513229
166315	1.2644747
166343	2.0826642
166360	2.5289494
166374	0.1752737
166576	1.0413321
166610	2.723484
166623	1.2644747
166651	1.1421062
166682	1.5958607
166732	223.8935445
166768	4030.0838002
166770	60.1505045
166904	474.1275059
166921	403.00838
166941	503.760475
166957	104.6775013
167034	260.0054065
167065	146.5485018
167120	414.2759076
167139	2.5007112
167539	11.439971
167618	10.9503709
167651	17.5347163
167664	0.1408362
168589	2.3686091
168644	6.5136752
168664	0.3501976
169036	0.1033097
170297	1.4803807
170385	6.5136752
170405	0.8802264
170553	0.62035
170763	1.5326294
170848	0.4431072
171142	1.973841
171208	1.9443806
171275	7.2374168
171293	2.3263126
171349	0.1529032
172201	3.0296163
172244	13.0273503
172254	2.5543824
172305	1.7845685
172378	65.1367515
172380	1.2647913
172483	3.1017501
172525	5.4280626
172549	3.6187084
172585	2.8949667
172630	3.3403462
172669	2.0678334
172732	1.5887013
172814	2.3263126
172870	18.6105004
172877	11.8430457
172888	2.9607614
172932	2.6586429
172981	6.8565002
173000	7.2374168
173018	130.273503
173019	14.4748337
173028	130.273503
173029	26.0547006
173034	32.5683758
173038	130.273503
173039	7.2374168
173057	7.6631472
173074	8.6849002
173089	8.6849002
173104	43.424501
173107	3.5209055
173144	2.7717767
173191	2.8320327
173237	13.0273503
173247	21.7122505
173253	3.7221001
173288	43.424501
173291	6.2035001
173312	14.4748337
173321	2.0042077
173386	13.0273503
173396	65.1367515
173398	130.273503
173399	21.7122505
173405	7.2374168
173423	43.424501
173426	7.6631472
173443	0.6749922
173636	8.1420939
173652	2.4579906
173705	130.273503
173706	8.6849002
173721	10.8561253
173733	43.424501
173736	21.7122505
173742	4.071047
173774	2.8949667
173819	21.7122505
173825	3.8315736
173859	11.8430457
173870	13.0273503
173880	2.5543824
173931	0.7895364
174096	6.5136752
174116	0.6785078
174308	0.6481269
174509	11.8430457
174520	0.6323956
174726	0.0173397
182239	1.0750529
182432	21.7695479
182453	5.5564982
182585	10.5922906
182678	164.1805048
182684	15.6362386
182747	492.5415143
182749	75.7756176
182762	19.3153535
182813	164.1805048
182819	42.8296969
182842	1.7781282
183396	16.4180505
183456	89.5530026
183467	1.7528168
184029	492.5415143
184031	492.5415143
184033	492.5415143
184035	492.5415143
184037	4.7133159
184246	42.8296969
184269	16.9841901
184327	30.7838446
184359	328.3610096
184362	985.0830287
184363	39.4033211
184388	140.726147
184395	985.0830287
184396	164.1805048
184402	16.1489021
184463	75.7756176
184476	197.0166057
184481	75.7756176
184494	123.1353786
184502	65.6722019
184517	492.5415143
184519	985.0830287
184520	0.1894026
189721	0.0245813
194547	0.4982484
194758	47.2835483
194760	8.8777311
194768	7.471415
194776	25.5255639
194778	1.8050005
194801	2.7484025
194811	0.3663565
194853	0.0097174
194949	0.0088845
195054	0.0129566
195126	0.0282689
195159	0.0444226
195180	0.9328736
195181	0.009423
195280	0.0932874
195290	0.0932874
195300	0.0212017
195344	0.0717595
195357	0.0046878
195556	0.0932874
195566	0.0045285
195772	0.0182916
195823	0.0466437
195843	0.0848067
195854	0.0548749
195871	0.0186575
195921	0.3109579
195924	0.0027277
196266	0.4664368
196268	0.0259132
196304	0.3109579
196307	0.0166585
196363	0.0106008
196451	0.0186575
196501	0.1554789
196507	0.0777395
196519	0.0212017
196563	0.0274375
196597	0.0291523
196629	0.0666338
196643	0.2332184
196647	0.0848067
196658	0.1332677
196665	0.016084
196723	0.0033923
196998	0.0358798
197024	0.0548749
197041	0.0518263
197059	0.9328736
197060	0.0259132
197096	0.0333169
197124	0.1554789
197130	0.0583046
197146	0.0717595
197159	0.1036526
197168	0.0089699
197272	0.0124383
197347	0.022753
197388	0.0027197
197731	0.0333169
197759	0.0024877
198134	0.0239198
198173	0.0583046
198189	0.0133268
198259	0.1554789
198265	0.0081831
198379	0.0310958
198409	0.0345509
198436	0.0163662
198493	0.0119599
198571	0.9328736
198572	0.0179399
198624	0.1166092
198632	0.0216947
198675	0.0373149
198700	0.0310958
198730	0.0233218
198770	0.0388697
198794	0.0030687
199098	0.9328736
199099	0.0088845
199204	0.0015947
199789	0.0019156
200276	0.0056538
200441	0.0022264
200860	0.0001591
206725	0.0029615
207040	0.003588
207300	0.0069617
207434	0.0021347
207871	0.0036583
208126	0.0266535
208161	0.0022977
208567	0.0097174
208663	0.0073455
208790	0.0077739
208910	0.0106008
208998	0.0074038
209124	0.0274375
209158	0.0717595
209171	0.0097174
209267	0.0333169
209295	0.4664368
209297	0.0118085
209376	0.0055528
209544	0.0006983
210880	0.0388697
210904	0.0088007
211010	0.0321681
211039	0.0010553
211923	0.0034551
212193	0.1554789
212199	0.1554789
212205	0.1332677
212212	0.3109579
212215	0.0518263
212233	0.0310958
212263	0.1554789
212269	0.1865747
212274	0.0179399
212326	0.0028971
212648	0.0583046
212664	0.0172754
212718	0.0133268
212788	0.0077097
212909	0.0022159
213330	0.0932874
213340	0.0001704
218814	0.0042403
219034	0.0141344
219100	0.003839
219343	0.1136149
219458	1.2417335
219541	6.300068
219598	30.0897689
219617	1.8811632
220009	56.7243056
220022	11.3448611
220087	38.811367
220106	4.1427864
220284	3.0725666
220524	1.0256133
221243	737.4159723
221244	16.7594539
221288	2.0772281
221643	23.0442491
221675	4.6088498
221835	9.9650807
221909	81.935108
221918	5.7610623
222046	5.2299005
222187	1.5723155
222656	3.6505741
222858	23.0442491
222890	32.061564
222913	122.902662
222919	2.3635127
223231	2.9262539
223483	7.929204
223576	22.3459386
223609	184.3539931
223613	49.1610648
223628	38.811367
223647	43.3774101
223664	56.7243056
223677	184.3539931
223681	737.4159723
223682	26.3362847
223710	30.7256655
223734	33.5189078
223756	43.3774101
223773	2.1561871
224115	23.787612
224146	2.5082176
224440	0.1530226
229259	1.2736027
229838	3.5115046
230048	2.8253486
230309	8.1034722
230400	368.7079861
230402	122.902662
230408	105.3451389
230415	11.893806
230477	33.5189078
230499	35.1150463
230520	29.4966389
230545	147.4831945
230550	2.5516124
230839	12.0887864
230900	4.2380228
231074	6.1967729
231193	1.7300823
231617	714.249547
231618	0.9621205
232324	3.8416932
232423	76.7236067
232426	1.5648332
232498	1.0845409
232545	0.0051083
234684	0.0358249
234989	0.2428131
235034	0.7284392
235049	0.0182719
235647	0.1606851
235715	0.0780471
235855	0.5750836
235874	0.3311087
235907	0.3035163
235943	1.3658235
235951	0.1707279
236015	0.910549
236027	0.00046
259778	0.1011721
259886	0.1821098
259946	0.0010646
270210	0.206162
270263	0.0533004
270468	0.1316456
270551	0.1332511
270633	3.6421959
270636	0.7284392
270651	1.3658235
270659	0.1162403
270753	0.5750836
270772	5.4632939
270774	1.0926588
270784	0.5463294
270804	0.4966631
270826	0.1174902
270919	0.7284392
270934	0.0512985
271147	0.1174902
271240	0.6829117
271256	3.6421959
271259	0.2276372
271307	0.2185318
271357	10.9265878
271358	1.0926588
271368	0.4202534
271394	1.0926588
271404	5.4632939
271406	0.4966631
271428	0.8405068
271441	0.0738283
271589	0.5203137
271610	2.1853176
271615	1.0926588
271625	0.1316456
271708	0.2023442
271762	1.5609411
271769	3.6421959
271772	0.2483315
271816	0.2375345
271862	0.0370393
272157	0.0461037
272394	1.0926588
272404	0.1791244
272465	0.1606851
272533	0.1365823
272613	0.1762353
272675	0.7284392
272690	0.1060834
272793	1.3658235
272801	0.6427405
272818	0.2428131
272863	0.0797561
273000	0.1606851
273068	1.3658235
273076	1.5609411
273083	1.3658235
273091	0.910549
273103	5.4632939
273105	0.2953132
273142	0.0301839
273504	0.1332511
273586	1.0926588
273596	0.2875418
273634	0.0017054
280041	0.2541067
280084	0.044417
280330	0.125593
280417	3.6421959
280420	0.2276372
280468	1.5609411
280475	0.2324806
280522	0.0005867
299145	0.0958473
299259	0.0881176
299383	0.0475069
299613	0.0012717
308205	0.1734379
308268	0.2601569
308310	0.0728439
308460	0.6070327
308478	0.4046884
308505	0.3314693
308538	0.0635959
308710	0.2604402
308752	0.0177285
309369	1.2199203
309378	0.7400629
309393	2.8166998
309397	0.2254865
309447	0.0911018
309572	0.0590076
309765	0.0497152
310001	0.0908184
310140	0.8321515
310157	0.4215174
310196	6.7292718
310199	0.211584
310309	0.0760164
310681	0.6908822
310750	0.4609541
310885	2.4661477
310915	0.5321882
311081	0.5465036
311255	0.6325369
311409	0.9072213
311518	2.7689221
311554	0.8127064
311677	0.6171747
311839	0.0182184
317327	2.563649
317366	5.8813123
317383	0.7998585
317508	3.2252358
317539	1.9604374
317590	1.7540756
317647	9.9982309
317657	33.3274364
317660	11.1091455
317669	3.5707968
317697	0.4738498
317908	0.9613684
318012	1.3696207
318085	0.5101138
318281	1.8515242
318335	2.0829648
318383	5.2622268
318402	0.8473077
318520	4.3470569
318543	0.2236741
318990	1.1361626
319078	3.1244472
319110	0.1754076
319680	1.8515242
319734	12.4977886
319742	3.2252358
319773	5.2622268
319792	99.9823092
319793	0.4080911
320038	0.2468699
320443	7.1415935
320457	49.9911546
320459	49.9911546
320461	19.9964618
320466	0.2131819
320935	0.4309582
321167	0.9432293
321273	6.6654873
321288	1.0099223
321387	0.4974244
321588	1.1902656
321672	1.3696207
321745	1.5870208
321808	0.6288196
321967	0.0229317
326327	0.4404507
326554	2.2723252
326598	3.9992924
326623	9.0893008
326634	99.9823092
326635	7.6909469
326648	1.1361626
326736	16.6637182
326742	4.9991155
326762	99.9823092
326763	2.6311134
326801	4.7610623
326822	3.9992924
326847	49.9911546
326849	3.9992924
326874	1.4082015
326945	4.9991155
326965	11.1091455
326974	19.9964618
326979	24.9955773
326983	49.9911546
326985	1.1109145
327075	33.3274364
327078	16.6637182
327084	2.7064906
327121	28.1742828
327125	5.0972791
327152	296.2825527
327153	37.5139057
327165	8.8038273
327233	13.1700843
327279	11.2257061
327333	202.3136388
327336	5.2908391
327451	23.860372
327477	77.7556539
327485	7.0753186
327573	4.9414923
327699	0.8881998
328400	622.6280347
328401	47.8944642
328414	62.2628035
328424	207.5426782
328427	155.6570087
328431	12.2083928
328482	2.1106035
328777	2.3764429
329039	0.5318875
329100	10.8150457
329103	2.7037614
329115	0.6008359
329169	10.8150457
329172	8.1112843
329176	2.7037614
329188	6.4890274
329193	2.9495579
329204	32.4451372
329205	0.6121724
329258	5.4075229
329264	32.4451372
329265	0.4842558
329332	4.6350196
329339	2.7037614
329351	1.9085375
329368	4.0556421
329376	1.474779
329398	32.4451372
329399	1.2016717
329426	0.721003
329471	0.2659437
329593	0.7725033
329635	8.1112843
329639	1.0815046
329669	0.1474779
329889	0.7545381
329932	0.8319266
329971	0.4702194
330040	0.6361792
330091	1.6222569
330111	8.1112843
330115	3.2445137
330125	2.9495579
330136	2.1630091
330151	4.6350196
330158	2.1630091
330173	0.3909053
330256	5.4075229
330262	0.3244514
330362	2.4957798
330375	10.8150457
330378	0.1233655
330641	10.8150457
330644	4.6350196
330651	3.2445137
330661	16.2225686
330663	0.6621457
330712	0.2301074
330853	0.9012538
330889	0.3817075
330974	3.6050152
330983	1.1587549
331011	6.4890274
331016	0.3060862
331122	6.4890274
331127	0.983186
331160	2.1630091
331175	0.983186
331208	0.4506269
331280	2.3175098
331294	4.6350196
331301	2.4957798
331314	16.2225686
331316	0.983186
331349	4.6350196
331356	0.5233087
331418	0.4506269
331490	1.2016717
331517	0.3090013
331622	0.9542687
331656	1.5450065
331677	1.9085375
331694	0.9542687
331728	5.4075229
331734	0.2015226
331895	0.3310728
331993	4.6350196
332000	0.3645521
332089	16.2225686
332091	0.2976618
332200	0.1252708
332459	0.491593
332525	0.721003
332570	1.6222569
332590	0.3526645
332682	0.6361792
332733	0.8319266
332772	0.124789
333032	2.7037614
333044	1.3518807
333068	0.1461493
333290	0.7545381
333333	0.1763323
333517	0.3004179
333625	1.3518807
333649	3.6050152
333658	0.2351097
333796	2.7037614
333808	0.7545381
333851	16.2225686
333853	1.3518807
333877	1.2978055
333902	0.2821316
334017	0.9542687
334051	5.4075229
334057	0.4055642
334137	2.0278211
334153	1.3518807
334177	0.3244514
334277	0.2163009
334427	2.0278211
334443	2.9495579
334454	2.1630091
334469	0.003982
342617	1.7076388
342636	0.0803097
343040	0.0415431
343821	2.1630091
343836	32.4451372
343837	1.4106581
343860	0.6121724
343913	0.1046617
344223	0.0031638
354478	0.003488
363780	1.6222569
363800	0.6903221
363847	1.7076388
363866	0.2922985
363977	10.8150457
363980	1.8025076
363998	0.2421279
364132	8.1112843
364136	0.2703761
364256	1.8025076
364274	3.6050152
364283	2.7037614
364295	0.2554735
364422	0.1725805
364610	5.4075229
364616	0.0737389
365056	0.5069553
365120	0.4771344
365188	0.2163009
365338	0.2403343
365473	0.5692129
365530	1.2016717
365557	0.2163009
365707	0.6008359
365761	0.1138426
366046	1.5450065
366067	2.4957798
366080	0.1243109
366341	0.0014884
388139	0.5899116
388194	0.3526645
388286	0.1614186
388487	1.0815046
388517	1.0815046
388547	32.4451372
388548	16.2225686
388550	1.2478899
388576	3.6050152
388585	1.9085375
388602	1.0815046
388632	16.2225686
388634	0.5407523
388694	0.499156
388759	2.7037614
388771	0.0017397
407421	4.6350196
407428	32.4451372
407429	0.7373895
407473	0.1423032
407701	0.1215174
407968	0.057629
408531	0.1114953
408822	0.0834065
409211	1.0139105
409243	0.0260394
410489	0.1707639
410679	0.377269
410765	0.0768842
411187	0.2726482
411306	0.2106827
411460	2.3175098
411474	0.35654
411565	0.099525
411891	0.3032256
411998	6.4890274
412003	0.0980216
412334	0.0844925
412718	1.1587549
412746	3.6050152
412755	0.4055642
412835	0.7373895
412879	0.0066472
417760	0.1875441
417933	0.7053291
417979	0.0482815
418651	0.1606195
418853	0.004014
426936	8.1112843
426940	1.9085375
426957	1.3518807
426981	0.9270039
427016	0.0074228
431387	0.2703761
431507	0.1966372
431672	0.0507749
432311	10.8150457
432314	0.6759404
432362	8.1112843
432366	0.0452512
433083	0.9012538
433119	0.3686947
433207	1.5450065
433228	0.4159633
433306	1.3518807
433330	1.2016717
433357	0.5692129
433414	0.0423014
434181	32.4451372
434182	1.2478899
434208	0.2421279
434342	2.4957798
434355	0.8768956
434392	0.7725033
434434	1.6222569
434454	0.1363241
434692	3.6050152
434701	0.1919831
434870	1.2478899
434896	2.1630091
434911	0.0664859
435399	1.2478899
435425	4.0556421
435433	0.7373895
435477	2.7037614
435489	2.9495579
435500	0.231751
435640	0.1735034
435827	0.1074342
436129	0.3686947
436217	0.2015226
436378	0.2207152
436525	1.0815046
436555	0.0596418
437099	1.2478899
437125	0.8111284
437165	0.0326082
438160	1.0139105
438192	0.0069685
442848	0.4005572
442929	0.0075806
447209	0.0050443
453641	10.8150457
453644	0.3150013
453747	1.0466173
453778	0.5150022
453841	2.1630091
453856	0.491593
453922	0.3909053
454005	0.35654
454096	0.5407523
454156	0.5150022
454219	0.3526645
454311	4.6350196
454318	1.0466173
454349	1.8025076
454367	2.9495579
454378	2.7037614
454390	0.9542687
454424	0.5899116
454479	3.2445137
454489	3.2445137
454499	0.9270039
454534	1.2478899
454560	16.2225686
454562	3.6050152
454571	32.4451372
454572	0.0269702
455775	3.6050152
455784	16.2225686
455786	0.2534776
455914	32.4451372
455915	3.2445137
455925	0.2476728
456056	3.6050152
456065	2.0278211
456081	1.474779
456103	0.1468106
456324	5.4075229
456330	0.8768956
456367	0.6239449
456419	16.2225686
456421	0.0387636
457258	0.6239449
457310	0.1523246
457523	0.1552399
457732	0.0581454
458290	0.0688856
458761	0.1942823
458928	0.1772958
459111	0.0581454
459669	0.1744362
459855	0.1363241
460093	0.2726482
460212	0.1567398
460419	0.2949558
460529	0.9270039
460564	0.0844925
460948	0.5499176
461007	0.3605015
461097	0.0061554
466368	0.1559862
466576	0.0858337
466954	0.6121724
467007	0.0323159
468011	0.1559862
468219	0.5499176
468278	1.7076388
468297	0.205349
468455	0.6121724
468508	1.1187978
468537	2.1630091
468552	0.2976618
468661	10.8150457
468664	16.2225686
468666	0.983186
468699	2.1630091
468714	3.2445137
468724	4.6350196
468731	32.4451372
468732	0.3862516
468816	6.4890274
468821	0.0372933
469691	1.2016717
469718	0.2120597
469871	0.4842558
469938	0.3032256
470045	32.4451372
470046	0.167243
470240	0.1763323
470424	0.7725033
470466	0.0435505
471211	0.2066569
471368	0.5069553
471432	5.4075229
471438	0.4005572
471519	0.4842558
471586	0.3862516
471670	0.0893805
472033	0.4702194
472102	2.0278211
472118	6.4890274
472123	0.0139609
474447	0.3277287
474546	0.4326018
474621	0.2207152
474768	0.1966372
474933	0.491593
474999	0.2368258
475136	0.345161
475230	0.8319266
475269	0.2403343
475404	2.1118844
475429	0.2807293
475624	1.2411288
476142	54.6560082
476154	22.0194363
476184	44.0388727
476199	5.1797768
476327	14.7335875
476372	165.7528591
476376	5.43452
476498	7.0533132
476592	2.8333822
476826	94.7159195
476833	1.9910253
477166	0.4417131
478667	82.8764296
478675	13.5308456
478724	24.5559791
478751	17.919228
478788	34.8953388
478807	7.206646
478899	5.6667644
479016	8.287643
479096	26.5204575
479121	3.6833969
479301	7.6208211
479388	18.4169843
479424	39.0006727
479441	82.8764296
479449	165.7528591
479453	20.0912557
479486	44.2007624
479501	110.5019061
479507	13.8127383
479555	36.8339687
479573	1.7775106
479946	3.1571973
480156	3.1862708
